# /dev/cpu_dma_latency set to 0us
# Histogram
000000 000000	000000	000000	000000	000000	000000	000000	000000
000001 000000	000000	000000	000000	000000	000000	000000	000000
000002 000000	000000	000000	000000	000000	000000	000000	000000
000003 000000	000000	000000	000000	000000	000000	000000	000000
000004 000000	000000	000000	000000	000000	000000	000000	000000
000005 003870	003458	002849	003970	006224	004600	004895	001761
000006 414626	356091	271485	732480	4713165	892688	537023	143697
000007 15907376	12636605	14238582	16858980	18579333	17321735	16695473	9865859
000008 9397482	11945890	11040004	8135522	2964299	7544599	8477327	13810439
000009 1216519	1768061	1547412	1166725	868500	1153375	1186880	2715833
000010 965383	1047694	828822	959784	804053	953515	961966	1046457
000011 573175	662169	521989	575619	518183	557231	576351	727425
000012 159850	206804	174184	176415	151832	174464	174010	265097
000013 086464	092775	092155	100287	083940	104965	099194	111021
000014 053252	053632	056424	062259	069038	066618	061574	071595
000015 019526	021076	022979	025006	034834	023838	022896	034627
000016 001429	003819	002153	001953	004984	001416	001510	004861
000017 000443	001135	000396	000392	000442	000413	000369	000552
000018 000247	000405	000215	000255	000295	000235	000180	000324
000019 000121	000151	000145	000142	000259	000108	000127	000155
000020 000101	000104	000085	000087	000162	000067	000081	000119
000021 000062	000051	000049	000055	000205	000056	000056	000082
000022 000039	000039	000038	000031	000136	000035	000034	000048
000023 000018	000019	000016	000016	000083	000019	000020	000020
000024 000005	000005	000004	000005	000016	000004	000009	000011
000025 000002	000003	000002	000003	000001	000003	000003	000002
000026 000000	000000	000002	000001	000001	000001	000002	000001
000027 000000	000000	000000	000000	000000	000000	000000	000001
000028 000000	000001	000000	000000	000001	000000	000001	000000
000029 000000	000000	000000	000000	000000	000001	000000	000000
000030 000000	000000	000000	000000	000000	000000	000000	000000
000031 000000	000000	000000	000000	000000	000000	000000	000000
000032 000000	000000	000000	000000	000000	000000	000001	000000
000033 000000	000000	000000	000000	000000	000000	000000	000000
000034 000000	000000	000000	000000	000000	000000	000000	000000
000035 000000	000000	000000	000000	000000	000000	000000	000001
000036 000000	000000	000000	000000	000000	000001	000000	000000
000037 000000	000000	000000	000000	000000	000000	000000	000000
000038 000000	000000	000000	000000	000000	000000	000000	000000
000039 000000	000000	000000	000000	000000	000000	000001	000000
000040 000000	000000	000000	000000	000000	000001	000000	000000
000041 000000	000000	000000	000000	000000	000000	000000	000000
000042 000000	000000	000000	000000	000000	000000	000000	000000
000043 000000	000000	000000	000000	000000	000001	000000	000000
000044 000000	000000	000000	000000	000000	000000	000000	000000
000045 000000	000000	000000	000000	000000	000000	000000	000000
000046 000000	000000	000000	000001	000000	000000	000000	000000
000047 000000	000001	000000	000000	000000	000000	000000	000000
000048 000000	000000	000000	000000	000000	000000	000000	000000
000049 000000	000000	000000	000000	000000	000000	000000	000000
000050 000000	000001	000000	000001	000000	000000	000000	000000
000051 000000	000000	000000	000000	000000	000000	000000	000000
000052 000000	000003	000000	000000	000000	000000	000000	000000
000053 000001	000000	000000	000000	000000	000000	000000	000000
000054 000000	000000	000000	000000	000000	000000	000000	000000
000055 000000	000000	000000	000000	000000	000000	000000	000000
000056 000000	000000	000000	000001	000000	000000	000000	000000
000057 000000	000000	000000	000000	000000	000000	000000	000000
000058 000000	000000	000000	000000	000000	000000	000000	000000
000059 000002	000000	000000	000000	000000	000000	000000	000000
000060 000000	000000	000000	000000	000000	000000	000000	000000
000061 000000	000000	000000	000000	000000	000000	000002	000000
000062 000000	000000	000000	000000	000001	000000	000001	000000
000063 000000	000000	000000	000000	000000	000000	000000	000000
000064 000000	000000	000001	000000	000000	000000	000001	000001
000065 000001	000000	000000	000000	000000	000000	000000	000000
000066 000000	000000	000000	000000	000000	000000	000000	000001
000067 000000	000000	000000	000000	000000	000000	000000	000001
000068 000000	000000	000000	000000	000000	000000	000000	000000
